 sex row_number liters_drunk age drink check_number label
598 M 18.0 2 49 Cola 781 0
599 Ж 60.0 2 62 Bugbeer 7887 0
600 м 43.0 2 37 Fanta 9685 1
601 - 8.0 2 60 Bugbeer 9219 1
602 Ж 21.0 1 11 Cola 9418 0
603 M 46.0 5 43 Beerbeer 2790 1
604 "Не указан" 11.0 0 61 Bugbeer 3220 1
605 - 20.0 40251162 48 Water 5975 1
606 "Не указан" 75.0 2 20 Water 3624 1
607 "Не указан" 75.0 0 15 Water 4712 0
608 M 40.0 3 14 Fanta 4197 1
609 "Не указан" 40.0 5 67 Cola 5422 0
610 ж 32.0 4 29 Beerbeer 3305 1
611 M 24.0 5 24 "Strong beer" 2233 1
612 "Не указан" 88.0 2 55 Water 2457 0
613 "Не указан" 89.0 78148783 49 Fanta 7033 0
614 Ж 79.0 5 54 Water 2581 0
615 - 28.0 1 51 "Strong beer" 645 1
616 - 80.0 5 60 Beerbeer 1937 0
617 "Не указан" 12.0 4 54 Cola 618 0
618 M 93.0 5 15 Fanta 8656 1
619 M 78.0 2 15 Fanta 1936 1
620 Ж 34.0 0 14 Water 9987 1
621 "Не указан" 23.0 4 68 Fanta 191 0
622 M 15.0 4 77 Fanta 4954 0
623 Ж 63.0 1 11 Cola 189 1
624 "Не указан" 48.0 5 52 Beerbeer 4363 0
625 м 60.0 4 24 "Strong beer" 6648 1
626 "Не указан" 1.0 -1 79 Water 9961 1
627 M 76.0 5 58 Water 8142 1
628 - 57.0 5 27 Water 5203 0
629 - 38.0 0 72 "Strong beer" 3576 0
630 "Не указан" 1.0 4 71 Water 1618 1
631 M 51.0 5 16 Water 315 1
632 M 47.0 0 54 Bugbeer 1206 1
633 м 77.0 2 56 Cola 3225 0
634 M 14.0 5 74 Water 831 0
635 Ж 86.0 5 28 Cola 7540 0
636 - 56.0 5 60 Fanta 3480 0
637 M 32.0 5 34 "Strong beer" 6610 1
638 - 3.0 4 13 Fanta 628 0
639 м 41.0 1 55 Cola 7565 0
640 "Не указан" 47.0 3 17 Cola 6526 1
641 "Не указан" 45.0 0 74 "Strong beer" 2211 1
642 м 63.0 3 68 Bugbeer 752 0
643 M 93.0 2 66 Cola 8146 1
644 ж  4 60 Bugbeer 9325 1
645 ж 68.0 0 41 Bugbeer 3942 0
646 - 63.0 5 28 Cola 8397 1
647 м 9.0 4 15 Water 3493 1
648 "Не указан" 13.0 1 24 Bugbeer 2607 0
649 м 98.0 3 79 "Strong beer" 7321 0
650 м 84.0 5 15 Water 8360 1
651 - 63.0 4 18 Water 3005 0
652 "Не указан" 58.0 0 50 Bugbeer 3649 1
653 - 20.0 1 77 Bugbeer 5420 1
654 M 21.0 3 53 Fanta 1238 1
655 Ж 40.0 4 72 "Strong beer" 7871 1
656 м 100.0 2 48 Fanta 999 1
657 - 41.0 0 39 Beerbeer 3616 0
658 "Не указан"  4 64 Beerbeer 3916 0
659 - 30.0 1 21 Cola 5370 1
660 Ж 87.0 1 39 Cola 8946 1
661 - 39.0 0 36 Fanta 8761 1
662 "Не указан" 56.0 0 19 Water 974 0
663 - 35.0 2 19 Fanta 4117 1
664 "Не указан" 27.0 1 60 "Strong beer" 7027 0
665 Ж 46.0 1 21 Cola 8449 1
666 Ж 0.0 3 48 Beerbeer 90 1
667 Ж 14.0 1 13 Cola 1225 1
668 м 46.0 1 62 Bugbeer 377 0
669 Ж 30.0 1 66 Water 8412 1
670 ж 68.0 0 26 Water 8498 0
671 "Не указан" 6.0 2 51 Fanta 8365 1
672 - 78.0 5 10 Water 1588 1
673 м 28.0 5 39 Bugbeer 8217 1
674 Ж 48.0 1 27 Bugbeer 7396 1
675 "Не указан" 86.0 2 71 "Strong beer" 2476 1
676 M 58.0 4 50 Beerbeer 368 1
677 м 54.0 1 58 Cola 3569 0
678 - 64.0 5 17 Fanta 4851 1
679 - 59.0 1 10 Cola 3233 0
680 Ж 5.0 2 71 Beerbeer 7293 1
681 - 82.0 0 22 Cola 9606 1
682 M 38.0 4 58 Fanta 5053 1
683 - 75.0 0 33 Bugbeer 4937 1
684 ж 52.0 0 26 "Strong beer" 1229 0
685 "Не указан" 97.0 1 69 Beerbeer 460 0
686 "Не указан" 94.0 5 74 "Strong beer" 8239 1
687 м 100.0 0 36 Cola 4481 1
688 "Не указан" 19.0 5 24 Water 1331 0
689 "Не указан" 99.0 2 45 "Strong beer" 5724 1
690 м 51.0 4 53 Beerbeer 2266 1
691 - 63.0 5 46 Fanta 7885 1
692 M 62.0 2 70 "Strong beer" 2146 1
693 м 46.0 1 14 Water 1343 1
694 - 59.0 2 69 Water 3138 1
695 - 68.0 1 52 Water 3767 1
696 - 28.0 1 29 Bugbeer 1600 1
697 - 28.0 3 16 Cola 5871 1
698 "Не указан" 93.0 4 22 Fanta 480 1
699 м 42.0 0 30 "Strong beer" 4804 0
700 - 30.0 1 30 Beerbeer 3428 1
701 "Не указан" 75.0 2 47 Water 322 1
702 "Не указан" 25.0 2 54 Cola 1000 1
703 "Не указан" 37.0 -1 64 Cola 6420 1
704 "Не указан" 38.0 5 76 Fanta 1143 0
705 ж 58.0 5 80 Beerbeer 6902 0
706 "Не указан" 8.0 5 67 Water 4025 0
707 м 100.0 0 49 Bugbeer 3340 1
708 M 15.0 4 23 Cola 9819 1
709 ж 25.0 1 27 Beerbeer 6599 1
710 ж  4 35 Fanta 5057 0
711 ж  4 27 "Strong beer" 6888 1
712 - 9.0 0 32 Beerbeer 5596 1
713 ж  5 77 Fanta 4950 0
714 Ж 86.0 1 15 Water 4894 0
715 м 71.0 2 49 "Strong beer" 4253 1
716 "Не указан" 58.0 2 23 Beerbeer 1648 0
717 Ж 29.0 5 73 Fanta 1628 1
718 - 97.0 1 68 Cola 1966 0
719 M 45.0 4 71 "Strong beer" 9464 0
720 "Не указан" 57.0 4 43 Fanta 4936 1
721 - 45.0 1 21 Beerbeer 7824 0
722 Ж 28.0 1 47 Fanta 3078 0
723 ж 87.0 4 16 Fanta 7175 1
724 M 97.0 2 51 Beerbeer 2215 0
725 "Не указан" 80.0 0 20 Fanta 4844 1
726 м 49.0 5 49 Bugbeer 417 1
727 ж 47.0 -1 41 Cola 945 0
728 - 88.0 4 73 "Strong beer" 5620 1
729 ж 81.0 -5 27 "Strong beer" 5207 1
730 - 26.0 3 74 Bugbeer 1428 1
731 ж 20.0 1 54 Cola 1736 1
732 Ж 78.0 0 44 "Strong beer" 9304 1
733 Ж 19.0 1 38 Cola 5321 1
734 Ж 9.0 -4 12 Fanta 9509 0
735 ж 23.0 0 66 Water 7237 1
736 Ж 39.0 3 68 Cola 4561 0
737 ж 10.0 4 64 "Strong beer" 1107 1
738 "Не указан" 20.0 4 77 Fanta 5683 1
739 "Не указан" 50.0 0 26 "Strong beer" 7532 0
740 ж 62.0 4 57 "Strong beer" 2397 1
741 Ж 35.0 2 41 Beerbeer 6667 0
742 ж 41.0 1 38 Fanta 549 0
743 "Не указан" 8.0 5 72 "Strong beer" 6872 1
744 - 6.0 5 20 Cola 6375 1
745 ж 41.0 5 19 Fanta 9271 1
746 Ж 35.0 0 59 "Strong beer" 4782 1
747 - 5.0 2 59 Water 4373 1
748 м 41.0 2 15 Cola 2105 0
749 - 3.0 4 38 "Strong beer" 8423 1
750 - 75.0 4 12 Fanta 6070 1
751 "Не указан"  2 38 "Strong beer" 9716 1
752 "Не указан" 71.0 0 68 Beerbeer 8328 0
753 "Не указан" 77.0 2 47 Fanta 9373 0
754 ж 8.0 5 53 "Strong beer" 3526 0
755 "Не указан" 35.0 4 77 "Strong beer" 3900 0
756 - 49.0 4 74 Cola 4643 0
757 ж 39.0 2 66 Fanta 6188 0
758 "Не указан" 23.0 -1 29 "Strong beer" 6218 1
759 ж 100.0 1 69 Bugbeer 5899 0
760 ж  0 51 Fanta 9583 0
761 "Не указан" 77.0 1 71 Cola 8595 0
762 - 63.0 1 37 Fanta 3610 1
763 - 81.0 4 35 Bugbeer 5751 1
764 M 35.0 0 80 Cola 8722 1
765 ж 19.0 5 12 Water 4773 1
766 м 46.0 3 53 Water 8216 1
767 Ж 0.0 4 29 Water 5915 1
768 "Не указан" 74.0 2 37 "Strong beer" 2623 1
769 - 97.0 5 15 Cola 7194 1
770 м 41.0 2 78 Cola 8802 1
771 "Не указан" 43.0 2 78 Water 9301 0
772 ж 25.0 2 56 Bugbeer 215 1
773 Ж  3 19 Fanta 1788 0
774 "Не указан" 41.0 1 11 Water 4238 0
775 м 92.0 5 41 Bugbeer 1119 1
776 ж 14.0 2 20 Water 2766 0
777 м 96.0 -2 61 Fanta 2507 0
778 ж 25.0 1 45 Cola 3997 1
779 Ж 17.0 4 42 Beerbeer 735 1
780 M 61.0 1 16 Cola 3483 1
781 ж 73.0 2 59 Water 7042 0
782 - 53.0 2 50 Beerbeer 4361 0
783 M 9.0 0 43 Water 8245 1
784 Ж 79.0 0 28 Bugbeer 2971 0
785 ж 76.0 4 77 Fanta 1106 1
786 м 84.0 5 59 Water 292 1
787 - 86.0 0 12 Water 7878 0
788 ж 42.0 3 10 Cola 6808 1
789 Ж 95.0 2 17 Water 6700 1
790 ж 45.0 0 12 Water 8314 0
791 ж 75.0 44855051 13 Cola 4230 0
792 м 5.0 0 35 Water 2841 0
793 - 97.0 1 35 Beerbeer 5016 1
794 -  3 59 Bugbeer 1378 0
795 Ж 43.0 4 31 Water 3586 0
796 м 79.0 3 34 Beerbeer 101 1
797 - 45.0 -4 49 Bugbeer 1392 0
798 "Не указан"  3 68 Water 9564 1
799 ж 57.0 2 36 Fanta 7189 0
800 ж 1.0 1 17 Cola 2579 1
801 -  4 14 Cola 4080 1
802 "Не указан" 31.0 0 67 Cola 6594 1
803 - 10.0 2 63 Fanta 9891 1
804 "Не указан" 42.0 1 64 Fanta 3837 0
805 Ж 45.0 2 18 Fanta 7273 0
806 ж 65.0 4 34 Water 1358 1
807 м 68.0 0 16 Water 1949 1
808 Ж 61.0 0 35 Cola 3094 0
809 ж 39.0 1 77 Beerbeer 558 0
810 M 98.0 1 36 "Strong beer" 1212 0
811 ж 4.0 5 65 Cola 2856 0
812 "Не указан" 51.0 3 36 "Strong beer" 314 1
813 Ж 6.0 0 55 "Strong beer" 7642 1
814 Ж 33.0 3 61 Bugbeer 526 1
815 Ж 87.0 1 29 Cola 1440 1
816 ж  2 42 "Strong beer" 9690 1
817 Ж 33.0 73666175 47 Beerbeer 3563 0
818 - 59.0 3 66 Fanta 6852 1
819 M 50.0 1 35 Cola 4258 1
820 Ж 95.0 3 49 Water 4335 1
821 M 53.0 0 75 Fanta 1354 0
822 M 64.0 4 68 Bugbeer 8153 0
823 Ж 35.0 3 75 "Strong beer" 1475 1
824 ж 56.0 4 34 Bugbeer 9438 1
825 ж 49.0 0 32 Bugbeer 8228 1
826 M 31.0 1 30 Cola 2903 1
827 M  5 75 Fanta 2475 1
828 ж 4.0 5 59 Bugbeer 7582 0
829 м 58.0 2 54 Bugbeer 5503 1
830 "Не указан" 76.0 2 68 "Strong beer" 6367 1
831 ж 68.0 89554204 51 Water 5316 1
832 Ж 6.0 2 33 Cola 6752 0
833 Ж 6.0 0 20 Fanta 7710 1
834 M  0 29 Bugbeer 4979 1
835 м 47.0 3 74 Water 280 1
836 Ж 32.0 2 25 Cola 2169 1
837 м 47.0 1 18 Fanta 9348 1
838 Ж 5.0 0 42 Fanta 9560 0
839 - 0.0 5 68 "Strong beer" 5618 0
840 ж 56.0 2 14 Fanta 1748 1
841 Ж 40.0 0 73 "Strong beer" 1171 1
842 Ж 47.0 3 22 "Strong beer" 784 1
843 Ж 12.0 3 45 Bugbeer 3038 0
844 - 96.0 5 23 Bugbeer 6779 1
845 - 72.0 2 38 Water 6267 0
846 M 63.0 4 36 Cola 9883 1
847 Ж 36.0 13162506 19 Cola 4548 1
848 - 87.0 3 15 Cola 2441 1
849 - 74.0 5 43 Fanta 1419 0
850 "Не указан" 0.0 2 48 Cola 962 0
851 - 21.0 3 49 Water 5061 1
852 - 76.0 2 47 "Strong beer" 3918 1
853 M 34.0 37107613 29 "Strong beer" 8076 1
854 - 31.0 3 48 Cola 1520 0
855 M 9.0 2 73 Water 5916 1
856 ж 12.0 0 70 Bugbeer 6542 1
857 м 31.0 4 11 Water 5575 1
858 M 79.0 4 14 Cola 6945 1
859 Ж 80.0 2 46 Bugbeer 2679 0
860 ж 9.0 1 25 "Strong beer" 5208 0
861 ж 0.0 1 19 Water 5512 1
862 "Не указан" 45.0 -4 56 Water 9037 0
863 "Не указан" 71.0 4 68 Fanta 9860 1
864 M 44.0 5 39 "Strong beer" 7256 1
865 м 40.0 4 50 Cola 662 0
866 Ж 21.0 -5 21 Water 1645 0
867 - 65.0 5 27 Bugbeer 9463 1
868 ж 98.0 4 52 Cola 8849 1
869 ж  3 71 Fanta 8259 1
870 M 41.0 5 36 "Strong beer" 3920 1
871 Ж 56.0 2 53 Beerbeer 7575 1
872 - 20.0 2 26 Fanta 415 1
873 M 11.0 2 30 "Strong beer" 9194 1
874 "Не указан" 59.0 3 64 Beerbeer 8830 1
875 ж 65.0 -6 72 Water 8687 1
876 Ж 39.0 5 66 Bugbeer 2309 1
877 Ж 53.0 2 73 Cola 3950 0
878 - 14.0 1 39 Bugbeer 9735 0
879 - 3.0 0 35 Beerbeer 8676 1
880 м 7.0 65826830 36 Cola 7154 1
881 "Не указан" 4.0 4 56 Water 7829 1
882 - 51.0 2 49 Beerbeer 7913 1
883 "Не указан" 22.0 4 42 Beerbeer 9288 1
884 M 64.0 65975203 52 Cola 2702 1
885 M 13.0 5 79 "Strong beer" 5173 0
886 м 83.0 45269894 10 Water 5943 0
887 - 64.0 3 62 Cola 6692 1
888 "Не указан" 85.0 2 19 Water 4011 0
889 M  2 37 Beerbeer 7902 1
890 ж 62.0 1 55 Bugbeer 3509 1
891 м 100.0 2 25 "Strong beer" 6490 1
892 м  3 22 Bugbeer 3403 0
893 - 86.0 1 16 Cola 7552 0
894 ж 77.0 5 49 Cola 9405 0
895 - 85.0 2 13 Fanta 5098 1
896 "Не указан" 45.0 -1 70 "Strong beer" 7718 0
897 ж  -3 10 Fanta 5174 0
898 ж 61.0 4 49 Beerbeer 8024 1
899 - 63.0 5 77 "Strong beer" 9470 0
900 м 30.0 5 61 Bugbeer 7651 1
901 ж 19.0 -4 46 "Strong beer" 9670 1
902 M 76.0 0 42 "Strong beer" 8593 0
903 "Не указан" 17.0 84641823 25 Beerbeer 7682 1
904 м 45.0 1 21 Fanta 899 1
905 ж 43.0 1 38 Beerbeer 4958 1
906 ж 72.0 1 13 Fanta 3232 1
907 Ж 55.0 1 49 Cola 7109 0
908 Ж 11.0 4 14 Fanta 4008 1
909 м 63.0 3 24 Cola 6286 0
910 Ж 66.0 2 37 "Strong beer" 2372 0
911 "Не указан" 52.0 1 20 Cola 1030 0
912 ж 31.0 5 65 Beerbeer 4194 0
913 "Не указан" 69.0 0 16 Water 9433 0
914 м 23.0 37549798 56 Water 9871 0
915 "Не указан" 76.0 0 26 Cola 9245 0
916 м 89.0 3 14 Cola 620 1
917 м 22.0 5 57 Fanta 6653 1
918 - 44.0 5 26 Beerbeer 3243 1
919 Ж 93.0 4 57 Fanta 7044 1
920 "Не указан" 44.0 3 49 Cola 743 1
921 Ж 93.0 3 57 Fanta 8897 0
922 M 21.0 0 62 "Strong beer" 1835 1
923 - 66.0 5 15 Fanta 4765 1
924 м 78.0 3 38 Cola 2723 1
925 ж 25.0 1 48 "Strong beer" 7903 0
926 ж 25.0 4 23 Cola 4617 0
927 "Не указан" 1.0 5 69 "Strong beer" 16 0
928 - 49.0 0 12 Fanta 2590 1
929 ж 51.0 1 63 Cola 3688 1
930 "Не указан" 88.0 1 51 Water 9717 0
931 M 69.0 4 57 Beerbeer 1140 1
932 Ж 33.0 3 59 Cola 9968 0
933 Ж 43.0 3 24 "Strong beer" 865 1
934 - 83.0 1 37 Fanta 8483 0
935 - 82.0 1 35 Beerbeer 3757 0
936 M 12.0 4 51 Fanta 8841 0
937 M 76.0 5 60 Water 2862 0
938 ж  4 24 "Strong beer" 4582 1
939 - 88.0 4 15 Water 552 1
940 - 89.0 2 18 Fanta 2249 1
941 Ж 57.0 1 34 Fanta 4646 0
942 м 47.0 3 42 Water 3733 0
943 ж 61.0 5 16 Water 525 1
944 "Не указан" 45.0 5 11 Cola 8069 1
945 Ж 80.0 0 70 Cola 2922 0
946 Ж 43.0 20164184 57 Bugbeer 6748 1
947 Ж 69.0 2 72 Bugbeer 3123 0
948 Ж 99.0 5 43 Water 8215 1
949 м 78.0 0 29 Cola 1570 0
950 м 95.0 2 26 Cola 8782 0
951 Ж 94.0 0 27 "Strong beer" 6995 1
952 - 26.0 2 62 Cola 4975 1
953 "Не указан" 29.0 3 45 "Strong beer" 5505 1
954 M 45.0 5 24 Water 5301 0
955 - 93.0 0 60 Water 2706 1
956 м 90.0 3 64 Beerbeer 7310 0
957 "Не указан" 34.0 3 21 Cola 6356 0
958 - 80.0 3 40 Fanta 96 0
959 - 90.0 5 25 Cola 6091 0
960 ж 93.0 2 19 Cola 6757 1
961 - 46.0 0 13 Water 4214 1
962 м 79.0 4 56 Beerbeer 8538 1
963 - 10.0 5 18 Cola 3557 0
964 Ж 83.0 3 10 Cola 5039 1
965 м 86.0 3 48 Beerbeer 4321 1
966 "Не указан" 41.0 2 76 Beerbeer 8653 0
967 M 0.0 3 32 Bugbeer 9655 0
968 ж 8.0 3 45 Bugbeer 2042 1
969 м  2 61 Water 3326 1
970 ж 89.0 5 52 Cola 4084 1
971 "Не указан" 90.0 2 34 Cola 8924 1
972 м 73.0 5 19 Fanta 2148 1
973 м 53.0 3 14 Fanta 2451 1
974 "Не указан" 63.0 0 62 Beerbeer 1355 0
975 Ж 62.0 0 33 Water 175 1
976 "Не указан" 59.0 3 79 "Strong beer" 275 1
977 M 55.0 5 80 Beerbeer 8977 0
978 ж 44.0 1 53 "Strong beer" 6668 0
979 Ж 53.0 4 13 Fanta 9338 1
980 м 15.0 2 47 Bugbeer 3205 0
981 - 85.0 4 69 Beerbeer 6105 0
982 "Не указан" 37.0 1 31 Beerbeer 1292 0
983 Ж 47.0 3 45 Beerbeer 7289 1
984 M 74.0 4 56 Water 7939 1
985 ж 89.0 66783075 68 Bugbeer 9511 0
986 M 0.0 -5 50 Beerbeer 9930 1
987 Ж 3.0 4 33 Beerbeer 6380 1
988 - 2.0 3 30 "Strong beer" 1471 1
989 м 52.0 3 30 Beerbeer 8366 1
990 - 21.0 3 38 "Strong beer" 9361 1
991 M 78.0 3 62 Bugbeer 8951 1
992 - 68.0 85294284 37 Fanta 701 1
993 M 82.0 3 57 Bugbeer 5558 1
994 ж 27.0 1 50 Beerbeer 2715 1
995 M 13.0 4 15 Cola 9951 0
996 - 36.0 5 37 Cola 7369 0
997 м 10.0 0 26 Fanta 1981 1
998 ж 13.0 63021810 61 Fanta 6284 1
999 м  84808435 48 Bugbeer 2531 0
1000 - 93.0 5 79 Bugbeer 9060 0
1001 "Не указан" 6.0 3 44 Fanta 4482 1
1002 м 73.0 4 48 "Strong beer" 1250 1
1003 Ж 72.0 5 56 Beerbeer 4598 0
1004 "Не указан" 69.0 5 76 Beerbeer 7446 0
1005 M 48.0 4 10 Fanta 4591 1
1006 "Не указан" 1.0 4 66 Bugbeer 2106 0
1007 ж  0 27 Beerbeer 8733 1
1008 м 49.0 5 57 "Strong beer" 5393 0
1009 "Не указан" 19.0 8184518 50 "Strong beer" 7061 0
1010 ж 52.0 3 48 Water 2454 0
1011 "Не указан" 87.0 88211801 54 Water 6551 1
1012 M 74.0 4 64 Cola 130 1
1013 Ж 26.0 3 73 Beerbeer 8568 0
1014 "Не указан" 91.0 5 79 Water 7850 1
1015 ж 21.0 4 69 Bugbeer 9669 0
1016 M 31.0 0 54 Beerbeer 40 0
1017 ж 5.0 -4 43 "Strong beer" 8832 0
1018 Ж 47.0 3 33 Fanta 2067 0
1019 - 53.0 -5 71 Water 3090 1
1020 M 69.0 5 76 "Strong beer" 4574 1
1021 "Не указан" 37.0 1 10 Water 8554 1
1022 "Не указан" 91.0 3 59 Cola 2871 1
1023 Мужчина 78.0 0 14 Fanta 4612 0
1024 M  0 76 Water 8926 0
1025 м 33.0 3 26 Fanta 9018 1
1026 "Не указан" 55.0 3 28 "Strong beer" 4849 1
1027 м 50.0 3 59 Fanta 6123 0
1028 м 74.0 0 32 Beerbeer 7394 0
1029 м 20.0 5 63 Cola 9558 0
1030 "Не указан" 28.0 4 62 Bugbeer 7842 1
1031 ж 15.0 5 59 Beerbeer 7972 0
1032 M 100.0 5 14 Water 6613 1
1033 "Не указан" 99.0 -6 34 Water 1944 1
1034 ж 24.0 2 34 Water 5978 1
1035 м 36.0 -2 45 Bugbeer 4951 0
1036 Ж 34.0 0 11 Cola 8107 0
1037 Ж 11.0 0 41 "Strong beer" 3379 0
1038 м 40.0 3 51 Water 2126 1
1039 M 48.0 3 40 Water 3127 1
1040 - 72.0 3 74 "Strong beer" 1531 1
1041 "Не указан" 1.0 0 67 Beerbeer 5199 0
1042 "Не указан" 22.0 3 39 Beerbeer 4602 1
1043 ж 50.0 1 24 Water 7222 1
1044 "Не указан" 34.0 0 19 Cola 6857 0
1045 ж 9.0 0 50 "Strong beer" 2707 0
1046 Ж 56.0 -6 70 Cola 6371 0
1047 Ж 22.0 0 40 Beerbeer 9273 0
1048 M 5.0 1 45 Cola 57 1
1049 "Не указан" 31.0 4 32 "Strong beer" 1908 1
1050 M 59.0 3 11 Fanta 2311 1
1051 м 96.0 3 61 Cola 977 0
1052 Ж 82.0 5 71 Bugbeer 6769 0
1053 м 90.0 2 68 Water 4976 0
1054 - 24.0 0 54 "Strong beer" 6464 1
1055 M 94.0 1 77 Cola 5254 0
1056 -  5 74 Cola 2545 1
1057 M 83.0 2 43 Cola 8723 0
1058 "Не указан" 68.0 4 58 Beerbeer 5144 0
1059 "Не указан" 78.0 2 46 Beerbeer 2261 0
1060 Ж 2.0 4 47 Fanta 648 1
1061 Ж 92.0 45438596 42 Water 6119 1
1062 ж 76.0 4 13 Fanta 8981 1
1063 ж 94.0 5 14 Cola 5251 1
1064 Ж 73.0 0 76 Fanta 2799 0
1065 - 65.0 5 36 Beerbeer 8553 1
1066 м 18.0 2 24 Fanta 5320 0
1067 M 24.0 0 30 Water 2386 1
1068 м 15.0 0 36 Cola 4534 1
1069 Ж 85.0 5 33 Fanta 888 1
1070 "Не указан" 97.0 2 58 Beerbeer 216 0
1071 Ж  0 44 Cola 6477 1
1072 M 5.0 4 80 Bugbeer 7529 0
1073 M 44.0 1 74 Water 1101 1
1074 - 36.0 5 54 Beerbeer 8808 0
1075 ж 31.0 69370845 53 Cola 6146 0
1076 M 99.0 3 19 Water 6720 1
1077 м 8.0 1 43 Cola 4208 0
1078 ж 32.0 0 77 Cola 65 0
1079 "Не указан" 61.0 3 10 Water 5901 1
1080 м 64.0 2 60 Beerbeer 2077 0
1081 ж 89.0 0 59 Beerbeer 7312 1
1082 м 49.0 2 37 Bugbeer 7131 1
1083 M 41.0 -4 22 "Strong beer" 3596 1
1084 ж 91.0 3 10 Water 4220 1
1085 M 57.0 5 27 "Strong beer" 9040 1
1086 "Не указан" 93.0 3 21 Beerbeer 5754 1
1087 ж 2.0 0 75 "Strong beer" 6938 1
1088 "Не указан" 40.0 0 21 Beerbeer 6738 0
1089 Ж 55.0 2 71 Bugbeer 413 0
1090 - 85.0 1 30 Fanta 1671 0
1091 ж 63.0 0 17 Fanta 978 1
1092 Ж 96.0 1 41 Bugbeer 8070 1
1093 Ж 9.0 1 29 Water 4112 1
1094 Ж 86.0 3 60 Beerbeer 691 1
1095 Ж 9.0 4 20 Water 3785 0
1096 Ж 52.0 26951146 44 Fanta 2726 0
1097 - 46.0 4 15 Fanta 611 0
1098 м 99.0 5 52 Beerbeer 2995 0
1099 "Не указан" 38.0 5 44 Bugbeer 5797 1
1100 ж 82.0 3 61 Fanta 1075 0
1101 ж  1 72 Beerbeer 2837 0
1102 Ж 94.0 3 52 Water 2384 1
1103 Ж 41.0 0 72 Beerbeer 4728 1
1104 м 44.0 2 29 Fanta 1719 1
1105 M 11.0 4 13 Fanta 1093 1
1106 ж 58.0 5 69 "Strong beer" 4633 0
1107 "Не указан" 7.0 2 22 Cola 3737 0
1108 - 40.0 2 28 Water 8956 1
1109 Ж 29.0 4 70 Water 7008 1
1110 "Не указан" 31.0 5 37 Water 946 0
1111 Ж 20.0 2 19 Fanta 858 0
1112 Ж 21.0 5 36 Water 3961 1
1113 ж 16.0 22065106 69 Fanta 1334 1
1114 - 86.0 2 26 Beerbeer 8461 1
1115 Ж 76.0 3 12 Fanta 3266 1
1116 - 28.0 3 39 Beerbeer 7596 1
1117 M  0 16 Water 6258 0
1118 м 24.0 0 50 Water 4338 1
1119 м 92.0 3 78 Beerbeer 2242 0
1120 м 65.0 5 80 Fanta 9498 1
1121 Ж 82.0 1 33 Water 9120 1
1122 ж 16.0 2 44 Beerbeer 6287 0
1123 м 77.0 5 34 Fanta 4890 1
1124 ж 63.0 2 69 Beerbeer 9926 1
1125 м 18.0 5 60 Cola 6805 1
1126 "Не указан" 61.0 1 16 Fanta 6647 1
1127 ж 22.0 -4 60 "Strong beer" 1532 0
1128 Ж 30.0 3640002 63 Cola 7195 0
1129 ж 34.0 5 62 "Strong beer" 5847 0
1130 - 15.0 0 67 Water 4138 1
1131 ж  0 51 Cola 8198 0
1132 Ж 18.0 3 53 Water 3385 0
1133 M 77.0 5 73 Cola 6656 0
1134 - 60.0 5 80 Cola 1047 0
1135 Ж 80.0 4 57 Bugbeer 8293 0
1136 ж 79.0 73759842 51 Cola 70 0
1137 - 88.0 0 53 Beerbeer 6046 0
1138 ж 53.0 2 22 Bugbeer 4613 0
1139 - 98.0 -5 76 Bugbeer 9841 1
1140 M 44.0 0 50 Bugbeer 7094 1
1141 "Не указан" 52.0 5 73 "Strong beer" 3477 0
1142 "Не указан" 26.0 3 80 Cola 7753 0
1143 M 14.0 3 57 "Strong beer" 2409 0
1144 - 96.0 2 37 Bugbeer 3552 0
1145 M 77.0 0 24 Beerbeer 3330 1
1146 Ж  5 44 Cola 8939 0
1147 - 78.0 1 19 Water 9949 1
1148 Ж 84.0 0 13 Water 6726 1
1149 - 85.0 87848866 41 "Strong beer" 3418 1
1150 Ж 48.0 1 11 Cola 5720 0
1151 ж 92.0 2 19 Water 553 1
1152 M 5.0 1 54 Water 5383 0
1153 ж 63.0 2 24 "Strong beer" 5530 1
1154 ж  1 10 Water 594 0
1155 - 63.0 1 15 Fanta 5037 0
1156 Ж 39.0 5 50 "Strong beer" 4292 1
1157 м 51.0 5 76 Beerbeer 4939 1
1158 ж 21.0 1 32 Cola 6076 0
1159 "Не указан" 98.0 5 51 Fanta 4274 0
1160 Ж 68.0 3 10 Water 446 1
1161 - 66.0 3 23 Water 1856 1
1162 ж 65.0 3 73 Bugbeer 8768 0
1163 Ж 17.0 1 27 Fanta 9848 1
1164 Ж 12.0 5 60 Beerbeer 7472 1
1165 - 50.0 2 56 Fanta 9453 1
1166 Ж 99.0 39955771 42 Fanta 3638 0
1167 ж 11.0 1 37 Beerbeer 6030 1
1168 "Не указан" 9.0 4 60 "Strong beer" 9870 0
1169 м 21.0 2 74 Cola 2360 0
1170 "Не указан" 80.0 3 67 Beerbeer 2961 1
1171 - 93.0 54161514 13 Fanta 5684 0
1172 M 92.0 0 77 Water 1182 1
1173 ж 4.0 15280263 22 Bugbeer 295 1
1174 M 64.0 1 72 Cola 8134 0
1175 "Не указан" 14.0 1 14 Fanta 4366 1
1176 м 6.0 1 62 Cola 9988 1
1177 "Не указан" 48.0 4 25 Beerbeer 8342 1
1178 "Не указан" 37.0 4 50 Fanta 7800 0
1179 "Не указан" 74.0 2 47 Water 6429 1
